# compiler: R8
# compiler_version: 1.4.94
# min_api: 1
com.google.android.exoplayer2.BasePlayer -> com.google.android.exoplayer2.BasePlayer:
    10:10:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector):127:127 -> newSimpleInstance
    11:12:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl):139:140 -> newSimpleInstance
    13:14:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager):157:158 -> newSimpleInstance
    15:15:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.drm.DrmSessionManager):176:176 -> newSimpleInstance
    16:16:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl):199:199 -> newSimpleInstance
    17:17:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl):193:193 -> newSimpleInstance
    18:18:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager):219:219 -> newSimpleInstance
    19:19:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager):218:218 -> newSimpleInstance
    20:20:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,com.google.android.exoplayer2.upstream.BandwidthMeter):240:240 -> newSimpleInstance
    21:21:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,com.google.android.exoplayer2.upstream.BandwidthMeter):248:248 -> newSimpleInstance
    22:22:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,com.google.android.exoplayer2.upstream.BandwidthMeter):240:240 -> newSimpleInstance
    23:23:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,com.google.android.exoplayer2.analytics.AnalyticsCollector$Factory):277:277 -> newSimpleInstance
    24:24:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,com.google.android.exoplayer2.analytics.AnalyticsCollector$Factory):270:270 -> newSimpleInstance
    25:25:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,android.os.Looper):299:299 -> newSimpleInstance
    26:26:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,com.google.android.exoplayer2.analytics.AnalyticsCollector$Factory,android.os.Looper):337:337 -> newSimpleInstance
    27:27:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,com.google.android.exoplayer2.analytics.AnalyticsCollector$Factory,android.os.Looper):331:331 -> newSimpleInstance
    28:28:com.google.android.exoplayer2.SimpleExoPlayer newSimpleInstance(android.content.Context,com.google.android.exoplayer2.RenderersFactory,com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.drm.DrmSessionManager,com.google.android.exoplayer2.upstream.BandwidthMeter,com.google.android.exoplayer2.analytics.AnalyticsCollector$Factory,android.os.Looper):365:365 -> newSimpleInstance
com.google.android.exoplayer2.ExoPlayerImpl -> com.google.android.exoplayer2.ExoPlayerImpl:
    1:2:void <init>(com.google.android.exoplayer2.Renderer[],com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.upstream.BandwidthMeter,com.google.android.exoplayer2.util.Clock,android.os.Looper):104:105 -> <init>
    3:10:void <init>(com.google.android.exoplayer2.Renderer[],com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.upstream.BandwidthMeter,com.google.android.exoplayer2.util.Clock,android.os.Looper):107:114 -> <init>
    11:15:void <init>(com.google.android.exoplayer2.Renderer[],com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.upstream.BandwidthMeter,com.google.android.exoplayer2.util.Clock,android.os.Looper):119:123 -> <init>
    16:18:void <init>(com.google.android.exoplayer2.Renderer[],com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.upstream.BandwidthMeter,com.google.android.exoplayer2.util.Clock,android.os.Looper):130:132 -> <init>
    19:19:void <init>(com.google.android.exoplayer2.Renderer[],com.google.android.exoplayer2.trackselection.TrackSelector,com.google.android.exoplayer2.LoadControl,com.google.android.exoplayer2.upstream.BandwidthMeter,com.google.android.exoplayer2.util.Clock,android.os.Looper):144:144 -> <init>
    1:1:void lambda$setPlayWhenReady$0(boolean,boolean,int,boolean,boolean,com.google.android.exoplayer2.Player$EventListener):272:272 -> a
    2:2:void lambda$setPlayWhenReady$0(boolean,boolean,int,boolean,boolean,com.google.android.exoplayer2.Player$EventListener):275:275 -> a
    3:3:void lambda$setRepeatMode$1(int,com.google.android.exoplayer2.Player$EventListener):291:291 -> a
    4:4:void lambda$setShuffleModeEnabled$2(boolean,com.google.android.exoplayer2.Player$EventListener):305:305 -> a
    5:5:void lambda$seekTo$3(com.google.android.exoplayer2.Player$EventListener):354:354 -> a
    6:6:void lambda$handleEvent$4(com.google.android.exoplayer2.PlaybackParameters,com.google.android.exoplayer2.Player$EventListener):633:633 -> a
    7:7:void lambda$handleEvent$5(com.google.android.exoplayer2.ExoPlaybackException,com.google.android.exoplayer2.Player$EventListener):639:639 -> a
    8:8:void lambda$notifyListeners$6(java.util.concurrent.CopyOnWriteArrayList,com.google.android.exoplayer2.BasePlayer$ListenerInvocation):744:744 -> a
    1:1:void access$000(java.util.concurrent.CopyOnWriteArrayList,com.google.android.exoplayer2.BasePlayer$ListenerInvocation):43:43 -> access$000
    1:1:void addListener(com.google.android.exoplayer2.Player$EventListener):183:183 -> addListener
    1:7:void blockingSendMessages(com.google.android.exoplayer2.ExoPlayer$ExoPlayerMessage[]):457:463 -> blockingSendMessages
    8:8:void blockingSendMessages(com.google.android.exoplayer2.ExoPlayer$ExoPlayerMessage[]):459:459 -> blockingSendMessages
    9:9:void blockingSendMessages(com.google.android.exoplayer2.ExoPlayer$ExoPlayerMessage[]):466:466 -> blockingSendMessages
    10:10:void blockingSendMessages(com.google.android.exoplayer2.ExoPlayer$ExoPlayerMessage[]):470:470 -> blockingSendMessages
    11:11:void blockingSendMessages(com.google.android.exoplayer2.ExoPlayer$ExoPlayerMessage[]):479:479 -> blockingSendMessages
    1:1:com.google.android.exoplayer2.PlayerMessage createMessage(com.google.android.exoplayer2.PlayerMessage$Target):445:445 -> createMessage
    2:2:com.google.android.exoplayer2.PlayerMessage createMessage(com.google.android.exoplayer2.PlayerMessage$Target):449:449 -> createMessage
    1:1:android.os.Looper getApplicationLooper():178:178 -> getApplicationLooper
    1:4:long getBufferedPosition():526:529 -> getBufferedPosition
    5:5:long getBufferedPosition():531:531 -> getBufferedPosition
    1:2:long getContentBufferedPosition():568:569 -> getContentBufferedPosition
    3:3:long getContentBufferedPosition():571:571 -> getContentBufferedPosition
    4:4:long getContentBufferedPosition():573:573 -> getContentBufferedPosition
    5:10:long getContentBufferedPosition():575:580 -> getContentBufferedPosition
    11:11:long getContentBufferedPosition():582:582 -> getContentBufferedPosition
    12:12:long getContentBufferedPosition():585:585 -> getContentBufferedPosition
    1:5:long getContentPosition():556:560 -> getContentPosition
    6:6:long getContentPosition():562:562 -> getContentPosition
    1:1:int getCurrentAdGroupIndex():546:546 -> getCurrentAdGroupIndex
    1:1:int getCurrentAdIndexInAdGroup():551:551 -> getCurrentAdIndexInAdGroup
    1:1:java.lang.Object getCurrentManifest():616:616 -> getCurrentManifest
    1:2:int getCurrentPeriodIndex():485:486 -> getCurrentPeriodIndex
    3:3:int getCurrentPeriodIndex():488:488 -> getCurrentPeriodIndex
    1:4:long getCurrentPosition():515:518 -> getCurrentPosition
    5:5:long getCurrentPosition():520:520 -> getCurrentPosition
    1:1:com.google.android.exoplayer2.Timeline getCurrentTimeline():611:611 -> getCurrentTimeline
    1:1:com.google.android.exoplayer2.source.TrackGroupArray getCurrentTrackGroups():601:601 -> getCurrentTrackGroups
    1:1:com.google.android.exoplayer2.trackselection.TrackSelectionArray getCurrentTrackSelections():606:606 -> getCurrentTrackSelections
    1:2:int getCurrentWindowIndex():494:495 -> getCurrentWindowIndex
    3:3:int getCurrentWindowIndex():497:497 -> getCurrentWindowIndex
    1:5:long getDuration():504:508 -> getDuration
    6:6:long getDuration():510:510 -> getDuration
    1:1:boolean getPlayWhenReady():283:283 -> getPlayWhenReady
    1:1:com.google.android.exoplayer2.ExoPlaybackException getPlaybackError():209:209 -> getPlaybackError
    1:1:android.os.Looper getPlaybackLooper():173:173 -> getPlaybackLooper
    1:1:com.google.android.exoplayer2.PlaybackParameters getPlaybackParameters():367:367 -> getPlaybackParameters
    1:1:int getPlaybackState():198:198 -> getPlaybackState
    1:1:int getPlaybackSuppressionReason():203:203 -> getPlaybackSuppressionReason
    1:1:int getRendererCount():591:591 -> getRendererCount
    1:1:int getRendererType(int):596:596 -> getRendererType
    1:1:int getRepeatMode():297:297 -> getRepeatMode
    1:3:com.google.android.exoplayer2.PlaybackInfo getResetPlaybackInfo(boolean,boolean,int):685:687 -> getResetPlaybackInfo
    4:6:com.google.android.exoplayer2.PlaybackInfo getResetPlaybackInfo(boolean,boolean,int):689:691 -> getResetPlaybackInfo
    7:7:com.google.android.exoplayer2.PlaybackInfo getResetPlaybackInfo(boolean,boolean,int):695:695 -> getResetPlaybackInfo
    8:8:com.google.android.exoplayer2.PlaybackInfo getResetPlaybackInfo(boolean,boolean,int):697:697 -> getResetPlaybackInfo
    9:11:com.google.android.exoplayer2.PlaybackInfo getResetPlaybackInfo(boolean,boolean,int):699:701 -> getResetPlaybackInfo
    1:1:com.google.android.exoplayer2.SeekParameters getSeekParameters():383:383 -> getSeekParameters
    1:1:boolean getShuffleModeEnabled():311:311 -> getShuffleModeEnabled
    1:1:long getTotalBufferedDuration():536:536 -> getTotalBufferedDuration
    1:1:void handleEvent(android.os.Message):621:621 -> handleEvent
    2:4:void handleEvent(android.os.Message):637:639 -> handleEvent
    5:5:void handleEvent(android.os.Message):642:642 -> handleEvent
    6:9:void handleEvent(android.os.Message):630:633 -> handleEvent
    10:10:void handleEvent(android.os.Message):623:623 -> handleEvent
    1:3:void handlePlaybackInfo(com.google.android.exoplayer2.PlaybackInfo,int,boolean,int):651:653 -> handlePlaybackInfo
    4:5:void handlePlaybackInfo(com.google.android.exoplayer2.PlaybackInfo,int,boolean,int):655:656 -> handlePlaybackInfo
    6:6:void handlePlaybackInfo(com.google.android.exoplayer2.PlaybackInfo,int,boolean,int):659:659 -> handlePlaybackInfo
    7:9:void handlePlaybackInfo(com.google.android.exoplayer2.PlaybackInfo,int,boolean,int):661:663 -> handlePlaybackInfo
    10:10:void handlePlaybackInfo(com.google.android.exoplayer2.PlaybackInfo,int,boolean,int):666:666 -> handlePlaybackInfo
    11:14:void handlePlaybackInfo(com.google.android.exoplayer2.PlaybackInfo,int,boolean,int):670:673 -> handlePlaybackInfo
    1:2:void invokeAll(java.util.concurrent.CopyOnWriteArrayList,com.google.android.exoplayer2.BasePlayer$ListenerInvocation):859:860 -> invokeAll
    1:1:boolean isLoading():316:316 -> isLoading
    1:1:boolean isPlayingAd():541:541 -> isPlayingAd
    1:2:void notifyListeners(com.google.android.exoplayer2.BasePlayer$ListenerInvocation):743:744 -> notifyListeners
    3:4:void notifyListeners(java.lang.Runnable):748:749 -> notifyListeners
    5:7:void notifyListeners(java.lang.Runnable):753:755 -> notifyListeners
    1:3:long periodPositionUsToWindowPositionMs(com.google.android.exoplayer2.source.MediaSource$MediaPeriodId,long):760:762 -> periodPositionUsToWindowPositionMs
    1:1:void prepare(com.google.android.exoplayer2.source.MediaSource):222:222 -> prepare
    2:3:void prepare(com.google.android.exoplayer2.source.MediaSource,boolean,boolean):227:228 -> prepare
    4:4:void prepare(com.google.android.exoplayer2.source.MediaSource,boolean,boolean):230:230 -> prepare
    5:8:void prepare(com.google.android.exoplayer2.source.MediaSource,boolean,boolean):236:239 -> prepare
    1:1:void release():421:421 -> release
    2:2:void release():423:423 -> release
    3:3:void release():421:421 -> release
    4:6:void release():424:426 -> release
